position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,right,,2020-09-16,Emiliano Martínez,195,111873,"['Argentina', 'Spain']",12000000,Arsenal FC,33,1992-02-09,Aston Villa,,,False,
Goalkeeper,right,,2025-07-15,Marco Bizot,193,124884,['Netherlands'],1500000,Stade Brestois 29,35,1991-10-03,Aston Villa,,,False,
Centre-Back,right,,2019-11-07,Ezri Konsa,180,413403,"['England', 'DR Congo']",40000000,Brentford FC,28,1997-10-23,Aston Villa,,,False,
Centre-Back,left,,2023-12-07,Pau Torres,192,399776,['Spain'],20000000,Villarreal CF,29,1997-01-16,Aston Villa,,,False,
Centre-Back,right,,2025-01-09,Victor Lindelöf,187,184573,['Sweden'],5000000,Manchester United,31,1994-07-17,Aston Villa,,,False,
Centre-Back,left,,2019-08-07,Tyrone Mings,196,253677,['England'],3000000,AFC Bournemouth,33,1993-03-13,Aston Villa,,,False,
Left-Back,left,,2024-01-07,Ian Maatsen,178,485585,"['Netherlands', 'Suriname']",30000000,: Ablöse €44.50m,24,2002-10-03,Aston Villa,,,False,
Left-Back,left,,2022-01-13,Lucas Digne,178,126664,['France'],6000000,Everton FC,32,1993-07-20,Aston Villa,,,False,
Right-Back,right,,2020-03-09,Matty Cash,185,425334,"['Poland', 'England']",22000000,Nottingham Forest,28,1997-07-08,Aston Villa,,,False,
Right-Back,right,,2025-01-21,Andrés García,185,1063329,['Spain'],6000000,Levante UD,23,2003-07-02,Getafe CF,,,False,
Defensive Midfield,right,Cruciate ligament tear - Return unknown,2024-07-22,Amadou Onana,195,485706,"['Belgium', 'Senegal']",45000000,Everton FC,24,2001-08-16,Aston Villa,,,False,
Defensive Midfield,right,Knee injury - Return expected on 24/10/2026,2022-01-07,Boubacar Kamara,184,394327,"['France', 'Senegal']",40000000,: Ablöse free transfer,26,1999-11-23,Aston Villa,,,False,
Defensive Midfield,right,,2024-01-07,Lamare Bogarde,185,645686,"['Netherlands', 'Suriname']",18000000,Aston Villa U21,22,2004-05-01,Aston Villa,,,False,
Central Midfield,right,,2023-01-07,Youri Tielemans,176,249565,"['Belgium', 'DR Congo']",30000000,Leicester City,29,1997-07-05,Manchester United,,,False,
Central Midfield,right,,2026-01-28,Douglas Luiz,177,447661,['Brazil'],18000000,Juventus FC,28,1998-09-05,Juventus FC,,,False,
Central Midfield,left,Team captain,2018-08-08,John McGinn,178,193116,['Scotland'],13000000,Hibernian FC,31,1994-10-18,Aston Villa,,,False,
Central Midfield,right,,2024-01-07,Ross Barkley,189,131978,['England'],4000000,Luton Town,32,1993-05-12,Aston Villa,,,False,
Attacking Midfield,right,,2024-01-02,Morgan Rogers,187,503743,"['England', 'Jamaica']",90000000,: Ablöse €9.40m,23,2002-07-26,Chelsea FC,,,False,
Attacking Midfield,left,,2025-01-09,Harvey Elliott,170,565822,['England'],20000000,Liverpool FC,23,2003-04-04,Liverpool FC,,,False,
Left Winger,right,,2025-01-09,Jadon Sancho,180,401173,"['England', 'Jamaica']",18000000,Manchester United,26,2000-03-25,Without Club,,,False,
Left Winger,right,,2021-01-07,Emiliano Buendía,172,321247,"['Argentina', 'Spain']",16000000,: Ablöse €38.40m,29,1996-12-25,Aston Villa,,,False,
Left Winger,right,,2024-01-07,Lewis Dobbin,175,627248,['England'],7000000,Everton FC,23,2003-03-01,Southampton FC,,,False,
Left Winger,left,,2024-01-07,Samuel Iling-Junior,182,581672,"['England', 'DR Congo']",6500000,Juventus FC,22,2003-04-10,Aston Villa,,,False,
Right Winger,right,,2025-08-08,Evann Guessand,188,500689,"[""Cote d'Ivoire"", 'France']",25000000,OGC Nice,24,2001-01-07,Aston Villa,,,False,
Right Winger,left,,2021-04-08,Leon Bailey,178,387626,['Jamaica'],14000000,Bayer 04 Leverkusen,28,1997-09-08,Aston Villa,,,False,
Right Winger,left,,2026-01-01,Alysson,184,1005583,['Brazil'],10000000,Grêmio Foot-Ball Porto Alegrense,20,2006-05-05,Aston Villa,,,False,
Centre-Forward,right,,2025-01-14,Donyell Malen,178,326029,"['Netherlands', 'Suriname']",45000000,Borussia Dortmund,27,1999-01-19,AS Roma,,,False,
Centre-Forward,right,,2020-09-09,Ollie Watkins,180,324358,"['England', 'Jamaica']",25000000,Brentford FC,30,1995-12-30,Aston Villa,,,False,
Centre-Forward,right,,2026-01-27,Tammy Abraham,194,331726,"['England', 'Nigeria']",18000000,Besiktas JK,28,1997-02-10,Aston Villa,,,False,
