position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub,jerseyNumber,ageAtSeasonStart,isLoan,loanedFrom
Goalkeeper,,,1985-07-11,Kevin Pressman,185,10242,['England'],,Sheffield Wednesday U18,25,1967-06-11,Retired,,,False,
Goalkeeper,right,,1991-08-15,Chris Woods,188,101320,['England'],,: Ablöse €1.36m,33,1959-11-14,Retired,,,False,
Centre-Back,,,1989-01-07,Peter Shirtliff,183,195180,['England'],,Charlton Athletic,32,1961-06-04,Retired,,,False,
Centre-Back,,,1987-01-07,Nigel Pearson,185,222229,['England'],,: Ablöse €300k,29,1963-08-21,Retired,,,False,
Centre-Back,,,1992-01-03,Julian Watts,191,223290,['England'],,: Ablöse ?,22,1971-03-17,Retired,,,False,
Centre-Back,,,1992-07-16,Simon Stewart,186,223315,['England'],,Sheffield Wednesday U18,19,1973-01-11,Retired,,,False,
Left-Back,left,,1984-01-02,Nigel Worthington,181,117778,['Northern Ireland'],,: Ablöse €150k,31,1961-04-11,Retired,,,False,
Left-Back,,,1989-11-30,Phil King,173,222296,['England'],,Swindon Town,25,1967-12-28,Retired,,,False,
Right-Back,right,,1990-01-01,Roland Nilsson,179,101101,['Sweden'],,: Ablöse ?,29,1963-11-27,Retired,,,False,
Right-Back,right,,1991-10-01,Viv Anderson,184,117188,['England'],,: Ablöse free transfer,36,1956-07-29,Retired,,,False,
Defensive Midfield,right,,2001-01-02,Carlton Palmer,191,101325,['England'],,Coventry City,27,1965-05-12,Retired,,,False,
Central Midfield,right,,1991-01-07,Chris Bart-Williams,180,3293,"['England', 'Sierra Leone']",,Leyton Orient,19,1974-06-16,---,,,False,
Central Midfield,right,,1991-07-17,Paul Warhurst,185,3307,['England'],,: Ablöse €1.10m,23,1969-09-26,Retired,,,False,
Central Midfield,right,,1989-03-11,John Sheridan,175,102496,"['Ireland', 'England']",,: Ablöse €625k,28,1964-01-10,Retired,,,False,
Central Midfield,,,1988-01-05,Graham Hyde,,106798,['England'],,Sheffield Wednesday U18,22,1970-10-11,Retired,,,False,
Central Midfield,,,1991-01-07,Ryan Jones,,107090,"['Wales', 'England']",,Unknown,19,1973-07-23,Retired,,,False,
Right Midfield,right,,1990-03-10,John Harkes,181,102005,['United States'],,Albany Capitals,26,1967-08-03,Retired,,,False,
Right Midfield,,,1991-02-13,Mike Williams,,223291,['England'],,Maltby Main FC,23,1969-11-21,Retired,,,False,
Right Midfield,,,1990-08-08,Danny Wilson,168,223317,"['Northern Ireland', 'England']",,: Ablöse €221k,33,1960-01-01,Retired,,,False,
Right Winger,left,,1992-07-17,Chris Waddle,188,101385,['England'],,: Ablöse €1.50m,32,1960-12-14,Retired,,,False,
Centre-Forward,right,,1991-01-02,Trevor Francis,178,130319,['England'],,: Ablöse ?,39,1954-04-19,---,,,False,
Centre-Forward,,,1986-11-08,David Hirst,,109491,"['England', 'Scotland']",,Barnsley FC,25,1967-07-12,Retired,,,False,
Centre-Forward,,,1991-01-01,Gordon Watson,178,222264,['England'],,Charlton Athletic,22,1971-03-20,Retired,,,False,
Centre-Forward,right,,1992-11-09,Mark Bright,183,223280,['England'],,: Ablöse €1.70m,31,1962-06-06,Retired,,,False,
Centre-Forward,,,1991-09-17,Nigel Jemson,,223302,['England'],,: Ablöse €1.00m,23,1969-10-08,Retired,,,False,
Centre-Forward,,,1990-08-15,Paul Williams,170,223316,['England'],,Charlton Athletic,27,1965-08-16,Retired,,,False,
